Iteration,Network,Signal,MAC Address
9,"['eduroam', '-85', '58:F3:9C:BE:03:41']"
9,"['eduroam', '-88', '38:90:A5:4D:6A:1E']"
9,"['Visit-Ed', '-88', '38:90:A5:4D:6A:1C']"
9,"['\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00', '-86', '72:86:60:57:1F:9E']"
10,"['eduroam', '-57', '38:90:A5:19:EB:F1']"
10,"['SDProbots', '-39', '00:13:21:57:B4:67']"
10,"['central', '-56', '38:90:A5:19:EB:F0']"
10,"['Visit-Ed', '-57', '38:90:A5:19:EB:F3']"
10,"['eduroam', '-38', '38:90:A5:0D:33:31']"
10,"['SDProbots', '-73', '00:16:35:9D:2B:09']"
10,"['eduroam', '-65', '38:90:A5:19:EB:FE']"
10,"['central', '-65', '38:90:A5:19:EB:FF']"
10,"['Visit-Ed', '-65', '38:90:A5:19:EB:FC']"
10,"['eduroam', '-38', '38:90:A5:0D:33:3E']"
10,"['central', '-38', '38:90:A5:0D:33:3F']"
10,"['SDP_AT', '-38', '38:90:A5:0D:33:3D']"
10,"['SDProbots', '-82', '00:13:21:57:E4:EB']"
10,"['central', '-39', '38:90:A5:0D:33:30']"
10,"['SDP_AT', '-39', '38:90:A5:0D:33:32']"
10,"['eduroam', '-79', '38:90:A5:20:20:41']"
10,"['central', '-80', '38:90:A5:20:20:40']"
10,"['Visit-Ed', '-84', '38:90:A5:20:20:42']"
10,"['Visit-Ed', '-86', '58:F3:9C:BE:03:43']"
10,"['central', '-87', '38:90:A5:4D:6A:1F']"
10,"['SDP_AT', '-84', '38:90:A5:5A:11:1D']"
10,"['eduroam', '-76', '38:90:A5:5A:11:11']"
10,"['central', '-83', '38:90:A5:5A:11:1F']"
10,"['SDProbots', '-82', '00:0D:9D:F6:12:77']"
10,"['BT-MGCPWG', '-87', 'D4:86:60:57:1F:9A']"
10,"['BTWi-fi', '-84', '72:86:60:57:1F:9B']"
10,"['SDP_AT', '-77', '38:90:A5:5A:11:12']"
10,"['central', '-76', '38:90:A5:5A:11:10']"
10,"['eduroam', '-82', '38:90:A5:5A:11:1E']"
10,"['central', '-86', '58:F3:9C:BE:03:40']"
10,"['eduroam', '-85', '58:F3:9C:BE:03:41']"
10,"['eduroam', '-88', '38:90:A5:4D:6A:1E']"
10,"['Visit-Ed', '-88', '38:90:A5:4D:6A:1C']"
10,"['\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00', '-86', '72:86:60:57:1F:9E']"
11,"['eduroam', '-56', '38:90:A5:19:EB:F1']"
11,"['SDProbots', '-38', '00:13:21:57:B4:67']"
11,"['central', '-56', '38:90:A5:19:EB:F0']"
11,"['Visit-Ed', '-56', '38:90:A5:19:EB:F3']"
11,"['eduroam', '-38', '38:90:A5:0D:33:31']"
11,"['SDProbots', '-74', '00:16:35:9D:2B:09']"
11,"['eduroam', '-66', '38:90:A5:19:EB:FE']"
11,"['central', '-66', '38:90:A5:19:EB:FF']"
11,"['Visit-Ed', '-66', '38:90:A5:19:EB:FC']"
11,"['eduroam', '-38', '38:90:A5:0D:33:3E']"
11,"['central', '-38', '38:90:A5:0D:33:3F']"
11,"['SDP_AT', '-38', '38:90:A5:0D:33:3D']"
11,"['SDProbots', '-84', '00:13:21:57:E4:EB']"
11,"['central', '-39', '38:90:A5:0D:33:30']"
11,"['SDP_AT', '-39', '38:90:A5:0D:33:32']"
11,"['eduroam', '-78', '38:90:A5:20:20:41']"
11,"['central', '-79', '38:90:A5:20:20:40']"
11,"['Visit-Ed', '-80', '38:90:A5:20:20:42']"
11,"['Visit-Ed', '-86', '58:F3:9C:BE:03:43']"
11,"['central', '-87', '38:90:A5:4D:6A:1F']"
11,"['SDP_AT', '-84', '38:90:A5:5A:11:1D']"
11,"['eduroam', '-77', '38:90:A5:5A:11:11']"
11,"['central', '-83', '38:90:A5:5A:11:1F']"
11,"['SDProbots', '-82', '00:0D:9D:F6:12:77']"
11,"['BT-MGCPWG', '-87', 'D4:86:60:57:1F:9A']"
11,"['BTWi-fi', '-84', '72:86:60:57:1F:9B']"
11,"['SDP_AT', '-76', '38:90:A5:5A:11:12']"
11,"['central', '-76', '38:90:A5:5A:11:10']"
11,"['eduroam', '-82', '38:90:A5:5A:11:1E']"
11,"['central', '-87', '58:F3:9C:BE:03:40']"
11,"['eduroam', '-85', '58:F3:9C:BE:03:41']"
11,"['eduroam', '-88', '38:90:A5:4D:6A:1E']"
11,"['Visit-Ed', '-88', '38:90:A5:4D:6A:1C']"
11,"['\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00', '-86', '72:86:60:57:1F:9E']"
12,"['eduroam', '-56', '38:90:A5:19:EB:F1']"
12,"['SDProbots', '-38', '00:13:21:57:B4:67']"
12,"['central', '-56', '38:90:A5:19:EB:F0']"
12,"['Visit-Ed', '-56', '38:90:A5:19:EB:F3']"
12,"['eduroam', '-38', '38:90:A5:0D:33:31']"
12,"['SDProbots', '-77', '00:16:35:9D:2B:09']"
12,"['eduroam', '-65', '38:90:A5:19:EB:FE']"
12,"['central', '-65', '38:90:A5:19:EB:FF']"
12,"['Visit-Ed', '-65', '38:90:A5:19:EB:FC']"
12,"['eduroam', '-37', '38:90:A5:0D:33:3E']"
12,"['central', '-37', '38:90:A5:0D:33:3F']"
12,"['SDP_AT', '-37', '38:90:A5:0D:33:3D']"
12,"['SDProbots', '-87', '00:13:21:57:E4:EB']"
12,"['central', '-38', '38:90:A5:0D:33:30']"
12,"['SDP_AT', '-38', '38:90:A5:0D:33:32']"
12,"['eduroam', '-79', '38:90:A5:20:20:41']"
12,"['central', '-79', '38:90:A5:20:20:40']"
12,"['Visit-Ed', '-79', '38:90:A5:20:20:42']"
12,"['Visit-Ed', '-86', '58:F3:9C:BE:03:43']"
12,"['central', '-87', '38:90:A5:4D:6A:1F']"
12,"['SDP_AT', '-84', '38:90:A5:5A:11:1D']"
12,"['eduroam', '-75', '38:90:A5:5A:11:11']"
12,"['central', '-83', '38:90:A5:5A:11:1F']"
12,"['SDProbots', '-83', '00:0D:9D:F6:12:77']"
12,"['BT-MGCPWG', '-87', 'D4:86:60:57:1F:9A']"
12,"['BTWi-fi', '-84', '72:86:60:57:1F:9B']"
12,"['SDP_AT', '-76', '38:90:A5:5A:11:12']"
12,"['central', '-76', '38:90:A5:5A:11:10']"
12,"['eduroam', '-83', '38:90:A5:5A:11:1E']"
12,"['central', '-87', '58:F3:9C:BE:03:40']"
12,"['eduroam', '-87', '58:F3:9C:BE:03:41']"
12,"['eduroam', '-88', '38:90:A5:4D:6A:1E']"
12,"['Visit-Ed', '-88', '38:90:A5:4D:6A:1C']"
12,"['\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00', '-86', '72:86:60:57:1F:9E']"
13,"['eduroam', '-57', '38:90:A5:19:EB:F1']"
13,"['SDProbots', '-39', '00:13:21:57:B4:67']"
13,"['central', '-56', '38:90:A5:19:EB:F0']"
13,"['Visit-Ed', '-56', '38:90:A5:19:EB:F3']"
13,"['eduroam', '-38', '38:90:A5:0D:33:31']"
13,"['SDProbots', '-73', '00:16:35:9D:2B:09']"
13,"['eduroam', '-66', '38:90:A5:19:EB:FE']"
13,"['central', '-66', '38:90:A5:19:EB:FF']"
13,"['Visit-Ed', '-65', '38:90:A5:19:EB:FC']"
13,"['eduroam', '-38', '38:90:A5:0D:33:3E']"
13,"['central', '-38', '38:90:A5:0D:33:3F']"
13,"['SDP_AT', '-38', '38:90:A5:0D:33:3D']"
13,"['SDProbots', '-84', '00:13:21:57:E4:EB']"
13,"['central', '-39', '38:90:A5:0D:33:30']"
13,"['SDP_AT', '-38', '38:90:A5:0D:33:32']"
13,"['eduroam', '-79', '38:90:A5:20:20:41']"
13,"['central', '-80', '38:90:A5:20:20:40']"
13,"['Visit-Ed', '-80', '38:90:A5:20:20:42']"
13,"['Visit-Ed', '-86', '58:F3:9C:BE:03:43']"
13,"['central', '-87', '38:90:A5:4D:6A:1F']"
13,"['SDP_AT', '-84', '38:90:A5:5A:11:1D']"
13,"['eduroam', '-77', '38:90:A5:5A:11:11']"
13,"['central', '-83', '38:90:A5:5A:11:1F']"
13,"['SDProbots', '-81', '00:0D:9D:F6:12:77']"
13,"['BT-MGCPWG', '-87', 'D4:86:60:57:1F:9A']"
13,"['BTWi-fi', '-84', '72:86:60:57:1F:9B']"
13,"['SDP_AT', '-77', '38:90:A5:5A:11:12']"
13,"['central', '-76', '38:90:A5:5A:11:10']"
13,"['eduroam', '-83', '38:90:A5:5A:11:1E']"
13,"['central', '-87', '58:F3:9C:BE:03:40']"
13,"['eduroam', '-87', '58:F3:9C:BE:03:41']"
13,"['eduroam', '-88', '38:90:A5:4D:6A:1E']"
13,"['Visit-Ed', '-88', '38:90:A5:4D:6A:1C']"
13,"['\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00', '-86', '72:86:60:57:1F:9E']"
14,"['eduroam', '-56', '38:90:A5:19:EB:F1']"
14,"['SDProbots', '-38', '00:13:21:57:B4:67']"
14,"['central', '-56', '38:90:A5:19:EB:F0']"
14,"['Visit-Ed', '-56', '38:90:A5:19:EB:F3']"
14,"['eduroam', '-38', '38:90:A5:0D:33:31']"
14,"['SDProbots', '-74', '00:16:35:9D:2B:09']"
14,"['eduroam', '-65', '38:90:A5:19:EB:FE']"
14,"['central', '-65', '38:90:A5:19:EB:FF']"
14,"['Visit-Ed', '-66', '38:90:A5:19:EB:FC']"
14,"['eduroam', '-38', '38:90:A5:0D:33:3E']"
14,"['central', '-38', '38:90:A5:0D:33:3F']"
14,"['SDP_AT', '-38', '38:90:A5:0D:33:3D']"
14,"['SDProbots', '-85', '00:13:21:57:E4:EB']"
14,"['central', '-38', '38:90:A5:0D:33:30']"
14,"['SDP_AT', '-38', '38:90:A5:0D:33:32']"
14,"['eduroam', '-79', '38:90:A5:20:20:41']"
14,"['central', '-78', '38:90:A5:20:20:40']"
14,"['Visit-Ed', '-79', '38:90:A5:20:20:42']"
14,"['Visit-Ed', '-88', '58:F3:9C:BE:03:43']"
14,"['central', '-87', '38:90:A5:4D:6A:1F']"
14,"['SDP_AT', '-84', '38:90:A5:5A:11:1D']"
14,"['eduroam', '-76', '38:90:A5:5A:11:11']"
14,"['central', '-84', '38:90:A5:5A:11:1F']"
14,"['SDProbots', '-79', '00:0D:9D:F6:12:77']"
14,"['BT-MGCPWG', '-87', 'D4:86:60:57:1F:9A']"
14,"['BTWi-fi', '-84', '72:86:60:57:1F:9B']"
14,"['SDP_AT', '-76', '38:90:A5:5A:11:12']"
14,"['central', '-76', '38:90:A5:5A:11:10']"
14,"['eduroam', '-83', '38:90:A5:5A:11:1E']"
14,"['central', '-87', '58:F3:9C:BE:03:40']"
14,"['eduroam', '-87', '58:F3:9C:BE:03:41']"
14,"['eduroam', '-88', '38:90:A5:4D:6A:1E']"
